JASLAY010000153.1_5	1111732.AZOD01000014_gene1455	2.05e-256	703.0	COG0787@1|root,COG0787@2|Bacteria,1MV0Q@1224|Proteobacteria,1RM8U@1236|Gammaproteobacteria,1X36D@135614|Xanthomonadales	135614|Xanthomonadales	E	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids	alr	-	5.1.1.1	ko:K01775	ko00473,ko01100,ko01502,map00473,map01100,map01502	-	R00401	RC00285	ko00000,ko00001,ko01000,ko01011	-	-	-	Ala_racemase_C,Ala_racemase_N
JASLAY010000002.1_1	1089553.Tph_c12900	5.11e-06	48.1	COG0060@1|root,COG0060@2|Bacteria,1TPS7@1239|Firmicutes,247XX@186801|Clostridia,42F4D@68295|Thermoanaerobacterales	186801|Clostridia	J	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)	ileS	-	6.1.1.5	ko:K01870	ko00970,map00970	M00359,M00360	R03656	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1,zf-FPG_IleRS
JASLAY010000154.1_2	1111732.AZOD01000024_gene1925	1.3e-62	192.0	COG0831@1|root,COG0831@2|Bacteria,1RGXE@1224|Proteobacteria,1S65Y@1236|Gammaproteobacteria,1X81E@135614|Xanthomonadales	135614|Xanthomonadales	E	Urease, gamma subunit	-	-	3.5.1.5	ko:K01430	ko00220,ko00230,ko00791,ko01100,ko01120,map00220,map00230,map00791,map01100,map01120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Urease_gamma
JASLAY010000154.1_3	1111732.AZOD01000024_gene1924	1.09e-111	323.0	COG0832@1|root,COG0832@2|Bacteria,1RGW0@1224|Proteobacteria,1S8UP@1236|Gammaproteobacteria,1X7NZ@135614|Xanthomonadales	135614|Xanthomonadales	E	Urease beta subunit	-	-	3.5.1.5	ko:K01429	ko00220,ko00230,ko00791,ko01100,ko01120,map00220,map00230,map00791,map01100,map01120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Urease_beta
JASLAY010000154.1_4	1111732.AZOD01000024_gene1923	0.0	1149.0	COG0804@1|root,COG0804@2|Bacteria,1MU5P@1224|Proteobacteria,1RN78@1236|Gammaproteobacteria,1X4R8@135614|Xanthomonadales	135614|Xanthomonadales	E	Urease alpha-subunit, N-terminal domain	-	-	3.5.1.5	ko:K01428	ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Amidohydro_1,Urease_alpha
JASLAY010000154.1_5	1111732.AZOD01000024_gene1922	7e-120	348.0	COG2371@1|root,COG2371@2|Bacteria,1N7YJ@1224|Proteobacteria,1S1RC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly	ureE	-	-	ko:K03187	-	-	-	-	ko00000	-	-	-	UreE_C,UreE_N
JASLAY010000154.1_8	1111732.AZOD01000024_gene1919	5.18e-253	694.0	COG0829@1|root,COG0829@2|Bacteria,1NY7J@1224|Proteobacteria,1RY0U@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter	ureD	-	-	ko:K03190	-	-	-	-	ko00000	-	-	-	UreD
JASLAY010000005.1_13	1111732.AZOD01000020_gene491	0.0	970.0	COG0260@1|root,COG0260@2|Bacteria,1MUF9@1224|Proteobacteria,1RNM1@1236|Gammaproteobacteria,1X38B@135614|Xanthomonadales	135614|Xanthomonadales	E	Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides	pepA	-	3.4.11.1	ko:K01255	ko00480,ko01100,map00480,map01100	-	R00899,R04951	RC00096,RC00141	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_M17,Peptidase_M17_N
JASLAY010000005.1_18	1123502.AQXD01000002_gene458	2.09e-286	791.0	COG0531@1|root,COG0531@2|Bacteria,1MUP1@1224|Proteobacteria,1RR0V@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	amino acid	-	-	-	ko:K20265	ko02024,map02024	-	-	-	ko00000,ko00001,ko02000	2.A.3.7.1,2.A.3.7.3	-	-	AA_permease_2
JASLAY010000124.1_5	1111732.AZOD01000001_gene1577	9.81e-107	311.0	COG2181@1|root,COG2181@2|Bacteria,1MXGZ@1224|Proteobacteria,1RPTD@1236|Gammaproteobacteria,1X4ZX@135614|Xanthomonadales	135614|Xanthomonadales	C	nitrate reductase	narI	-	1.7.5.1	ko:K00374	ko00910,ko01120,ko02020,map00910,map01120,map02020	M00529,M00530	R00798,R01106,R09497	RC02812	ko00000,ko00001,ko00002,ko01000	5.A.3.1	-	-	Nitrate_red_gam
JASLAY010000257.1_2	1111732.AZOD01000001_gene1579	0.0	1070.0	COG1140@1|root,COG1140@2|Bacteria,1MW9Q@1224|Proteobacteria,1RNMJ@1236|Gammaproteobacteria,1X3BU@135614|Xanthomonadales	135614|Xanthomonadales	C	one of 3 nitrate reductases in E. coli and in E. coli is expressed when nitrate levels are high	narH	-	1.7.5.1	ko:K00371	ko00910,ko01120,ko02020,map00910,map01120,map02020	M00529,M00530,M00804	R00798,R01106,R09497	RC02812	ko00000,ko00001,ko00002,ko01000	5.A.3.1	-	-	Fer4_11,Nitr_red_bet_C
JASLAY010000257.1_3	1111732.AZOD01000001_gene1578	1.89e-154	434.0	COG2180@1|root,COG2180@2|Bacteria,1MY4E@1224|Proteobacteria,1RQ23@1236|Gammaproteobacteria,1X5JN@135614|Xanthomonadales	135614|Xanthomonadales	C	nitrate reductase	-	-	-	ko:K00373	ko02020,map02020	-	-	-	ko00000,ko00001	-	-	-	Nitrate_red_del
JASLAY010000257.1_4	1111732.AZOD01000001_gene1577	5.6e-33	119.0	COG2181@1|root,COG2181@2|Bacteria,1MXGZ@1224|Proteobacteria,1RPTD@1236|Gammaproteobacteria,1X4ZX@135614|Xanthomonadales	135614|Xanthomonadales	C	nitrate reductase	narI	-	1.7.5.1	ko:K00374	ko00910,ko01120,ko02020,map00910,map01120,map02020	M00529,M00530	R00798,R01106,R09497	RC02812	ko00000,ko00001,ko00002,ko01000	5.A.3.1	-	-	Nitrate_red_gam
JASLAY010000105.1_5	1111732.AZOD01000014_gene1463	2.77e-294	804.0	COG2195@1|root,COG2195@2|Bacteria,1MV7D@1224|Proteobacteria,1RMKZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Cleaves the N-terminal amino acid of tripeptides	pepT	-	3.4.11.4	ko:K01258	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20,Peptidase_M42
JASLAY010000009.1_17	1111732.AZOD01000019_gene507	3.2e-285	779.0	COG1473@1|root,COG1473@2|Bacteria,1MUIV@1224|Proteobacteria,1RQAM@1236|Gammaproteobacteria,1X3CG@135614|Xanthomonadales	135614|Xanthomonadales	S	N-acyl-L-amino acid amidohydrolase	amaA	-	-	ko:K01436	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20
JASLAY010000067.1_5	1111732.AZOD01000005_gene812	8.23e-308	838.0	COG0112@1|root,COG0112@2|Bacteria,1MUIS@1224|Proteobacteria,1RMHQ@1236|Gammaproteobacteria,1X3XK@135614|Xanthomonadales	135614|Xanthomonadales	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism	glyA	-	2.1.2.1	ko:K00600	ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523	M00140,M00141,M00346,M00532	R00945,R09099	RC00022,RC00112,RC01583,RC02958	ko00000,ko00001,ko00002,ko01000	-	-	-	SHMT
JASLAY010000066.1_3	1111732.AZOD01000011_gene528	4.85e-278	760.0	COG1473@1|root,COG1473@2|Bacteria,1MUIV@1224|Proteobacteria,1RQAM@1236|Gammaproteobacteria,1X3CG@135614|Xanthomonadales	135614|Xanthomonadales	S	N-acyl-L-amino acid amidohydrolase	-	-	3.5.1.32	ko:K01451	ko00360,map00360	-	R01424	RC00096,RC00162	ko00000,ko00001,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20
JASLAY010000083.1_3	1111732.AZOD01000004_gene933	8.62e-196	545.0	COG0834@1|root,COG0834@2|Bacteria,1MV5D@1224|Proteobacteria,1RPBX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	ET	ABC-type amino acid transport signal transduction systems periplasmic component domain	gltI	GO:0003333,GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0006836,GO:0006855,GO:0006865,GO:0008150,GO:0015711,GO:0015740,GO:0015800,GO:0015807,GO:0015813,GO:0015849,GO:0015893,GO:0016595,GO:0016597,GO:0030288,GO:0030313,GO:0031406,GO:0031975,GO:0034220,GO:0036094,GO:0042221,GO:0042493,GO:0042597,GO:0043167,GO:0043168,GO:0043177,GO:0044464,GO:0046942,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0070335,GO:0070778,GO:0071702,GO:0071705,GO:0098656,GO:1902475,GO:1903825,GO:1905039	-	ko:K10001	ko02010,ko02020,map02010,map02020	M00230	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.3.19,3.A.1.3.4	-	iECH74115_1262.ECH74115_0748,iECSE_1348.ECSE_0725,iECSP_1301.ECSP_0707,iECW_1372.ECW_m0710,iECs_1301.ECs0694,iEKO11_1354.EKO11_3211,iG2583_1286.G2583_0819,iSFV_1184.SFV_0671,iSF_1195.SF0626,iS_1188.S0648,iWFL_1372.ECW_m0710,iZ_1308.Z0805	SBP_bac_3
JASLAY010000050.1_5	1111732.AZOD01000006_gene123	1.72e-142	402.0	COG0115@1|root,COG0115@2|Bacteria,1N3ZD@1224|Proteobacteria,1SS3T@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EH	Branched-chain amino acid aminotransferase 4-amino-4-deoxychorismate lyase	VY92_02660	-	4.1.3.38	ko:K02619	ko00790,map00790	-	R05553	RC01843,RC02148	ko00000,ko00001,ko01000	-	-	-	Aminotran_4
JASLAY010000038.1_1	1111732.AZOD01000034_gene689	6.31e-25	101.0	COG0037@1|root,COG0037@2|Bacteria,1MU85@1224|Proteobacteria,1RN14@1236|Gammaproteobacteria,1X3XY@135614|Xanthomonadales	135614|Xanthomonadales	D	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	tilS	-	6.3.4.19	ko:K04075	-	-	R09597	RC02633,RC02634	ko00000,ko01000,ko03016	-	-	-	ATP_bind_3,TilS,TilS_C
JASLAY010000062.1_3	1111732.AZOD01000026_gene673	5.22e-254	697.0	COG0082@1|root,COG0082@2|Bacteria,1MU98@1224|Proteobacteria,1RMQS@1236|Gammaproteobacteria,1X365@135614|Xanthomonadales	135614|Xanthomonadales	E	Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system	aroC	GO:0000166,GO:0003674,GO:0003824,GO:0004107,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0010181,GO:0016053,GO:0016829,GO:0016835,GO:0016838,GO:0019438,GO:0019752,GO:0032553,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	4.2.3.5	ko:K01736	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R01714	RC00586	ko00000,ko00001,ko00002,ko01000	-	-	-	Chorismate_synt
JASLAY010000082.1_4	1111732.AZOD01000027_gene728	2.43e-65	200.0	2BKYK@1|root,32FF7@2|Bacteria,1Q0K8@1224|Proteobacteria,1TEIY@1236|Gammaproteobacteria,1XBQ8@135614|Xanthomonadales	135614|Xanthomonadales	S	Branched-chain amino acid transport protein (AzlD)	-	-	-	-	-	-	-	-	-	-	-	-	AzlD
JASLAY010000157.1_1	1111732.AZOD01000004_gene969	1.74e-132	387.0	COG1114@1|root,COG1114@2|Bacteria,1MVIF@1224|Proteobacteria,1RR3P@1236|Gammaproteobacteria,1XA4Z@135614|Xanthomonadales	135614|Xanthomonadales	E	Branched-chain amino acid transport protein	-	-	-	-	-	-	-	-	-	-	-	-	Branch_AA_trans
JASLAY010000011.1_7	1111732.AZOD01000021_gene623	1.99e-28	110.0	COG1473@1|root,COG1473@2|Bacteria,1MUIV@1224|Proteobacteria,1RQAM@1236|Gammaproteobacteria,1X3CG@135614|Xanthomonadales	135614|Xanthomonadales	S	N-acyl-L-amino acid amidohydrolase	amaA	-	-	ko:K01436	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20
JASLAY010000164.1_5	1111732.AZOD01000004_gene969	4.95e-285	782.0	COG1114@1|root,COG1114@2|Bacteria,1MVIF@1224|Proteobacteria,1RR3P@1236|Gammaproteobacteria,1XA4Z@135614|Xanthomonadales	135614|Xanthomonadales	E	Branched-chain amino acid transport protein	-	-	-	-	-	-	-	-	-	-	-	-	Branch_AA_trans
