JBKGUZ010000003.1_3	1382305.AZUC01000010_gene2739	4.84e-140	402.0	COG1968@1|root,COG1968@2|Bacteria,1TPFA@1239|Firmicutes,4HB0M@91061|Bacilli,26E67@186818|Planococcaceae	91061|Bacilli	V	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin	uppP	-	3.6.1.27	ko:K06153	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	BacA
JBKGUZ010000063.1_3	1111732.AZOD01000002_gene1749	5.59e-279	768.0	COG1207@1|root,COG1207@2|Bacteria,1MUPH@1224|Proteobacteria,1RNKE@1236|Gammaproteobacteria,1X2YF@135614|Xanthomonadales	135614|Xanthomonadales	M	Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain	glmU	-	2.3.1.157,2.7.7.23	ko:K04042	ko00520,ko01100,ko01130,map00520,map01100,map01130	M00362	R00416,R05332	RC00002,RC00004,RC00166	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep,NTP_transf_3
JBKGUZ010000065.1_6	1111732.AZOD01000027_gene725	0.0	1886.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,1RMBN@1236|Gammaproteobacteria,1X3JU@135614|Xanthomonadales	135614|Xanthomonadales	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	-	-	-	-	-	-	-	-	-	-	-	-	ACR_tran
JBKGUZ010000074.1_3	1115512.EH105704_04_01200	1.31e-75	235.0	COG2258@1|root,COG2258@2|Bacteria,1RAPM@1224|Proteobacteria,1RRB8@1236|Gammaproteobacteria,3XMCD@561|Escherichia	1236|Gammaproteobacteria	S	toxin catabolic process	yiiM	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0009056,GO:0009404,GO:0009407,GO:0009636,GO:0009987,GO:0019748,GO:0042221,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0098754	-	-	-	-	-	-	-	-	-	-	3-alpha,MOSC
JBKGUZ010000097.1_4	1111732.AZOD01000006_gene59	1.53e-186	523.0	COG1463@1|root,COG1463@2|Bacteria,1MU4B@1224|Proteobacteria,1S5E8@1236|Gammaproteobacteria,1XBYX@135614|Xanthomonadales	135614|Xanthomonadales	Q	ABC-type transport system involved in resistance to organic solvents, periplasmic component	-	-	-	ko:K02067	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	MlaD
JBKGUZ010000098.1_1	1111732.AZOD01000010_gene1073	7.21e-109	317.0	COG1101@1|root,COG1101@2|Bacteria,1MVDM@1224|Proteobacteria,1RSNT@1236|Gammaproteobacteria,1XDD0@135614|Xanthomonadales	135614|Xanthomonadales	S	AAA domain, putative AbiEii toxin, Type IV TA system	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
JBKGUZ010000098.1_7	1111732.AZOD01000010_gene1067	1.55e-238	659.0	COG3853@1|root,COG3853@2|Bacteria,1MZ3B@1224|Proteobacteria,1RZUJ@1236|Gammaproteobacteria,1XC5C@135614|Xanthomonadales	135614|Xanthomonadales	P	Toxic anion resistance protein (TelA)	-	-	-	-	-	-	-	-	-	-	-	-	TelA
JBKGUZ010000119.1_1	1111732.AZOD01000016_gene238	1.26e-92	271.0	COG0789@1|root,COG0789@2|Bacteria,1MZ3P@1224|Proteobacteria,1S8VE@1236|Gammaproteobacteria,1X8H8@135614|Xanthomonadales	135614|Xanthomonadales	K	helix_turn_helix, mercury resistance	-	-	-	-	-	-	-	-	-	-	-	-	MerR,MerR-DNA-bind,MerR_1
JBKGUZ010000137.1_1	1111732.AZOD01000017_gene340	8.19e-65	212.0	COG1055@1|root,COG1055@2|Bacteria,1MUX4@1224|Proteobacteria,1RMAV@1236|Gammaproteobacteria,1X38Q@135614|Xanthomonadales	135614|Xanthomonadales	P	Involved in arsenical resistance. Thought to form the channel of an arsenite pump	-	-	-	ko:K03893	-	-	-	-	ko00000,ko02000	2.A.45.1,3.A.4.1	-	-	ArsB,CitMHS
JBKGUZ010000138.1_6	1111732.AZOD01000004_gene957	1.61e-65	201.0	COG2076@1|root,COG2076@2|Bacteria,1RJKJ@1224|Proteobacteria,1S6SR@1236|Gammaproteobacteria,1X8S7@135614|Xanthomonadales	135614|Xanthomonadales	P	Small Multidrug Resistance protein	-	-	-	ko:K11743	-	M00711	-	-	ko00000,ko00002,ko02000	2.A.7.1.9	-	-	Multi_Drug_Res
JBKGUZ010000138.1_7	1111732.AZOD01000004_gene958	3.02e-67	205.0	COG2076@1|root,COG2076@2|Bacteria	2|Bacteria	P	Multidrug Resistance protein	yvaE	-	-	ko:K03297	-	-	-	-	ko00000,ko02000	2.A.7.1	-	-	Multi_Drug_Res
JBKGUZ010000141.1_6	1111732.AZOD01000002_gene1779	1.76e-312	853.0	COG0534@1|root,COG0534@2|Bacteria,1MUAM@1224|Proteobacteria,1RP5M@1236|Gammaproteobacteria,1X57H@135614|Xanthomonadales	135614|Xanthomonadales	V	Multidrug efflux pump	norM	GO:0003674,GO:0005215,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015893,GO:0022857,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0055085	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE
JBKGUZ010000149.1_14	1111732.AZOD01000010_gene1037	3.22e-148	419.0	COG2227@1|root,COG2227@2|Bacteria,1MU89@1224|Proteobacteria,1RMV7@1236|Gammaproteobacteria,1X4AM@135614|Xanthomonadales	135614|Xanthomonadales	H	O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway	-	-	2.1.1.222,2.1.1.64	ko:K00568	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04988,R05614,R08769,R08781	RC00003,RC00392,RC01895	ko00000,ko00001,ko00002,ko01000	-	-	-	Methyltransf_23
JBKGUZ010000156.1_4	1111732.AZOD01000009_gene1207	4.16e-150	424.0	COG1126@1|root,COG1126@2|Bacteria,1MU9Q@1224|Proteobacteria,1RMB1@1236|Gammaproteobacteria,1X9VE@135614|Xanthomonadales	135614|Xanthomonadales	E	AAA domain, putative AbiEii toxin, Type IV TA system	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
JBKGUZ010000162.1_6	1111732.AZOD01000005_gene830	1.13e-101	294.0	COG2867@1|root,COG2867@2|Bacteria,1RGUH@1224|Proteobacteria,1S61C@1236|Gammaproteobacteria,1X6G2@135614|Xanthomonadales	135614|Xanthomonadales	I	Oligoketide cyclase	-	-	-	-	-	-	-	-	-	-	-	-	Polyketide_cyc
JBKGUZ010000173.1_2	1111732.AZOD01000007_gene412	0.0	2378.0	COG0046@1|root,COG0047@1|root,COG0046@2|Bacteria,COG0047@2|Bacteria,1MYN4@1224|Proteobacteria,1RMRN@1236|Gammaproteobacteria,1X32J@135614|Xanthomonadales	135614|Xanthomonadales	F	Phosphoribosylformylglycinamidine synthase involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate	purL	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	6.3.5.3	ko:K01952	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04463	RC00010,RC01160	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRS_C,GATase_5
JBKGUZ010000180.1_6	469615.FGAG_01222	0.000491	40.8	2C953@1|root,2ZRE3@2|Bacteria	2|Bacteria	S	ParD-like antitoxin of type II bacterial toxin-antitoxin system	-	-	-	-	-	-	-	-	-	-	-	-	ParD_like
JBKGUZ010000181.1_4	1123502.AQXD01000001_gene1294	6.58e-56	178.0	COG4125@1|root,COG4125@2|Bacteria,1RHF1@1224|Proteobacteria,1S4NV@1236|Gammaproteobacteria,1XAJT@135614|Xanthomonadales	135614|Xanthomonadales	S	Chlorhexidine efflux transporter	-	-	-	-	-	-	-	-	-	-	-	-	BTP
JBKGUZ010000183.1_6	216595.PFLU_5131	6.17e-25	96.3	COG2161@1|root,COG2161@2|Bacteria,1N6X6@1224|Proteobacteria,1SDQ0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	D	Antitoxin component of a toxin-antitoxin (TA) module	yefM	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0015643,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0042710,GO:0043565,GO:0044010,GO:0044764,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051704,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	ko:K19159	-	-	-	-	ko00000,ko02048	-	-	-	PhdYeFM_antitox
JBKGUZ010000183.1_7	316407.85675193	9.03e-40	133.0	COG4115@1|root,COG4115@2|Bacteria,1MZBP@1224|Proteobacteria,1S99Z@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Addiction module toxin, Txe YoeB	yoeB	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0006139,GO:0006379,GO:0006401,GO:0006402,GO:0006417,GO:0006446,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0016070,GO:0016071,GO:0016458,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0017148,GO:0019222,GO:0019439,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0034248,GO:0034249,GO:0034641,GO:0034655,GO:0042710,GO:0043021,GO:0043024,GO:0043170,GO:0044010,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044764,GO:0044877,GO:0045947,GO:0046483,GO:0046700,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0098795,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:2000112,GO:2000113	-	ko:K19158	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	YoeB_toxin
JBKGUZ010000186.1_3	257310.BB4761	2.41e-213	625.0	COG1629@1|root,COG4771@2|Bacteria,1MUC1@1224|Proteobacteria,2VK0M@28216|Betaproteobacteria,3T74R@506|Alcaligenaceae	28216|Betaproteobacteria	P	Exogenous ferric siderophore receptor	bfrA	-	-	ko:K02014,ko:K16089	-	-	-	-	ko00000,ko02000	1.B.14,1.B.14.1,1.B.14.10	-	-	Plug,TonB_dep_Rec
JBKGUZ010000190.1_12	1111732.AZOD01000033_gene742	1.12e-60	199.0	COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,1RMDA@1236|Gammaproteobacteria,1X3EU@135614|Xanthomonadales	135614|Xanthomonadales	M	Outer membrane efflux protein	oprM	-	-	ko:K18139,ko:K18323	ko01501,ko02020,ko02024,map01501,map02020,map02024	M00642,M00643,M00645,M00647,M00718,M00768,M00822	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	1.B.17,2.A.6.2,2.A.6.2.41	-	-	OEP
JBKGUZ010000196.1_2	1150469.RSPPHO_00659	2.47e-22	103.0	COG2232@1|root,COG2232@2|Bacteria,1QV0C@1224|Proteobacteria,2TXIY@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	ATP-grasp in the biosynthetic pathway with Ter operon	-	-	-	-	-	-	-	-	-	-	-	-	ATPgrasp_Ter
JBKGUZ010000197.1_6	1111732.AZOD01000001_gene1564	9.5e-140	395.0	COG2227@1|root,COG2227@2|Bacteria,1QVH1@1224|Proteobacteria,1T2QF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Tellurite resistance protein TehB	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_25
JBKGUZ010000204.1_3	1111732.AZOD01000001_gene1643	0.0	1132.0	COG0577@1|root,COG1136@1|root,COG0577@2|Bacteria,COG1136@2|Bacteria,1MU45@1224|Proteobacteria,1RNUJ@1236|Gammaproteobacteria,1XD96@135614|Xanthomonadales	135614|Xanthomonadales	V	Part of the tripartite efflux system MacAB-TolC. MacB is a non-canonical ABC transporter that contains transmembrane domains (TMD), which form a pore in the inner membrane, and an ATP-binding domain (NBD), which is responsible for energy generation. Confers resistance against macrolides	macB	-	-	ko:K05685	ko02010,map02010	M00709	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.122.1,3.A.1.122.12	-	-	ABC_tran,FtsX,MacB_PCD
JBKGUZ010000207.1_22	1111732.AZOD01000023_gene1869	1.12e-124	357.0	COG2854@1|root,COG2854@2|Bacteria,1NKFA@1224|Proteobacteria,1RNJW@1236|Gammaproteobacteria,1X73J@135614|Xanthomonadales	135614|Xanthomonadales	Q	ABC-type transport system involved in resistance to organic solvents auxiliary component	-	-	-	ko:K07323	ko02010,map02010	M00210	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27.3	-	-	MlaC
JBKGUZ010000214.1_3	1111732.AZOD01000013_gene1965	0.0	1766.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,1RMBN@1236|Gammaproteobacteria,1X34J@135614|Xanthomonadales	135614|Xanthomonadales	V	Efflux pump membrane transporter	mexB	-	-	ko:K03296,ko:K18138	ko01501,ko01503,map01501,map01503	M00647,M00699,M00718	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	2.A.6.2	-	-	ACR_tran
JBKGUZ010000216.1_1	1111732.AZOD01000019_gene512	1.95e-113	332.0	2BFBW@1|root,32950@2|Bacteria,1MYV2@1224|Proteobacteria,1SME2@1236|Gammaproteobacteria,1X9VQ@135614|Xanthomonadales	135614|Xanthomonadales	S	Fusaric acid resistance protein-like	-	-	-	-	-	-	-	-	-	-	-	-	FUSC_2
JBKGUZ010000222.1_6	1111732.AZOD01000011_gene597	0.0	1053.0	COG1289@1|root,COG1289@2|Bacteria,1QW9U@1224|Proteobacteria,1T41N@1236|Gammaproteobacteria,1X7W2@135614|Xanthomonadales	135614|Xanthomonadales	S	Fusaric acid resistance protein-like	-	-	-	-	-	-	-	-	-	-	-	-	FUSC_2
JBKGUZ010000222.1_13	1111732.AZOD01000011_gene590	2.92e-58	180.0	COG2924@1|root,COG2924@2|Bacteria,1MZ2V@1224|Proteobacteria,1S964@1236|Gammaproteobacteria,1X7KK@135614|Xanthomonadales	135614|Xanthomonadales	CO	Could be a mediator in iron transactions between iron acquisition and iron-requiring processes, such as synthesis and or repair of Fe-S clusters in biosynthetic enzymes	yggX	-	-	-	-	-	-	-	-	-	-	-	Iron_traffic
JBKGUZ010000223.1_13	1111732.AZOD01000004_gene994	1.5e-109	315.0	COG3015@1|root,COG3015@2|Bacteria,1N97X@1224|Proteobacteria,1SEMN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	MP	lipoprotein NlpE involved in copper resistance	nlpE	-	-	-	-	-	-	-	-	-	-	-	NlpE
JBKGUZ010000227.1_1	1123502.AQXD01000001_gene786	6.88e-158	443.0	COG3341@1|root,COG3341@2|Bacteria	2|Bacteria	L	Caulimovirus viroplasmin	rnhA	-	3.1.26.4	ko:K03469,ko:K06993	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	Cauli_VI,RNase_H,RnlA_toxin
JBKGUZ010000227.1_3	866776.HMPREF9321_0215	3.57e-45	168.0	COG0444@1|root,COG0444@2|Bacteria,1V1GM@1239|Firmicutes	1239|Firmicutes	EP	AAA domain, putative AbiEii toxin, Type IV TA system	-	-	-	-	-	-	-	-	-	-	-	-	AAA_21
JBKGUZ010000233.1_4	482234.SCAZ3_03525	2.31e-25	97.4	COG2026@1|root,COG2026@2|Bacteria	2|Bacteria	DJ	nuclease activity	XK27_10495	-	-	ko:K06218	-	-	-	-	ko00000,ko02048	-	-	-	ParE_toxin
JBKGUZ010000238.1_9	1111732.AZOD01000001_gene1625	4.72e-106	307.0	COG2001@1|root,COG2001@2|Bacteria,1QSME@1224|Proteobacteria,1SR9S@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	MraZ protein, putative antitoxin-like	-	-	-	ko:K03925	-	-	-	-	ko00000	-	-	-	MraZ
JBKGUZ010000255.1_12	1111732.AZOD01000016_gene223	8.44e-304	831.0	COG0534@1|root,COG0534@2|Bacteria,1R4H5@1224|Proteobacteria,1RS0B@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	Na driven multidrug efflux pump	vmrA	-	-	-	-	-	-	-	-	-	-	-	MatE
JBKGUZ010000260.1_2	1111732.AZOD01000006_gene85	2.73e-158	446.0	COG1120@1|root,COG1120@2|Bacteria,1PHC4@1224|Proteobacteria,1RX9Y@1236|Gammaproteobacteria,1XAV0@135614|Xanthomonadales	135614|Xanthomonadales	HP	AAA domain, putative AbiEii toxin, Type IV TA system	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
