JBKGUZ010000082.1_7	1111732.AZOD01000018_gene311	8.66e-219	605.0	COG0859@1|root,COG0859@2|Bacteria,1MYZA@1224|Proteobacteria,1RPMN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	lipopolysaccharide heptosyltransferase I	rfaC	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008713,GO:0008920,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016740,GO:0016757,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0046401,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	-	ko:K02841	ko00540,ko01100,map00540,map01100	M00080	-	-	ko00000,ko00001,ko00002,ko01000,ko01003,ko01005	-	GT9	iB21_1397.B21_03429,iECBD_1354.ECBD_0105,iECB_1328.ECB_03478,iECD_1391.ECD_03478,iECNA114_1301.ECNA114_3774,iECSF_1327.ECSF_3456,iSF_1195.SF3661,iS_1188.S4107	Glyco_transf_9
JBKGUZ010000090.1_9	1111732.AZOD01000017_gene334	7.06e-62	192.0	COG2193@1|root,COG2193@2|Bacteria,1RCW7@1224|Proteobacteria,1S45S@1236|Gammaproteobacteria,1X5YT@135614|Xanthomonadales	135614|Xanthomonadales	P	Iron-storage protein, whose ferroxidase center binds Fe(2 ) ions, oxidizes them by dioxygen to Fe(3 ), and participates in the subsequent Fe(3 ) oxide mineral core formation within the central cavity of the protein complex	bfr	-	1.16.3.1	ko:K03594	ko00860,map00860	-	R00078	RC02758	ko00000,ko00001,ko01000	-	-	-	Ferritin
JBKGUZ010000094.1_5	381666.H16_A3138	4.28e-11	65.9	COG2980@1|root,COG2980@2|Bacteria,1N13K@1224|Proteobacteria,2VU54@28216|Betaproteobacteria,1K2NZ@119060|Burkholderiaceae	28216|Betaproteobacteria	M	Together with LptD, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane. Required for the proper assembly of LptD. Binds LPS and may serve as the LPS recognition site at the outer membrane	lptE	-	-	ko:K03643	-	-	-	-	ko00000,ko02000	1.B.42.1	-	-	LptE
JBKGUZ010000110.1_1	1123502.AQXD01000001_gene735	0.0	942.0	COG0843@1|root,COG0843@2|Bacteria,1MU7S@1224|Proteobacteria,1RPC3@1236|Gammaproteobacteria,1X34C@135614|Xanthomonadales	135614|Xanthomonadales	C	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	cyoB	-	1.10.3.10	ko:K02298	ko00190,ko01100,map00190,map01100	M00417	R11335	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.4.5	-	-	COX1
JBKGUZ010000110.1_2	1111732.AZOD01000025_gene1706	4.09e-217	599.0	COG1622@1|root,COG1622@2|Bacteria,1MWHZ@1224|Proteobacteria,1RP4H@1236|Gammaproteobacteria,1X3HN@135614|Xanthomonadales	135614|Xanthomonadales	C	ubiquinol oxidase subunit	cyoA	-	1.10.3.10	ko:K02297	ko00190,ko01100,map00190,map01100	M00417	R11335	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.4.5	-	-	COX2,COX_ARM
JBKGUZ010000129.1_1	1111732.AZOD01000007_gene461	4.72e-54	176.0	COG1043@1|root,COG1043@2|Bacteria,1MUHQ@1224|Proteobacteria,1RPHB@1236|Gammaproteobacteria,1X4NK@135614|Xanthomonadales	135614|Xanthomonadales	I	Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	lpxA	-	2.3.1.129	ko:K00677	ko00540,ko01100,ko01503,map00540,map01100,map01503	M00060	R04567	RC00039,RC00055	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Acetyltransf_11,Hexapep
JBKGUZ010000129.1_3	1111732.AZOD01000007_gene459	5.42e-154	444.0	COG1044@1|root,COG1044@2|Bacteria,1MUX6@1224|Proteobacteria,1RNYI@1236|Gammaproteobacteria,1X2Y9@135614|Xanthomonadales	135614|Xanthomonadales	I	Catalyzes the N-acylation of UDP-3-O-acylglucosamine using 3-hydroxyacyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	lpxD	-	2.3.1.191	ko:K02536	ko00540,ko01100,map00540,map01100	M00060	R04550	RC00039,RC00166	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Hexapep,Hexapep_2,LpxD
JBKGUZ010000164.1_4	1111732.AZOD01000031_gene2031	0.0	1793.0	COG0247@1|root,COG0277@1|root,COG0479@1|root,COG0247@2|Bacteria,COG0277@2|Bacteria,COG0479@2|Bacteria,1MU6Y@1224|Proteobacteria,1RQX2@1236|Gammaproteobacteria,1X4KB@135614|Xanthomonadales	135614|Xanthomonadales	C	FAD-linked oxidase	-	-	-	-	-	-	-	-	-	-	-	-	FAD-oxidase_C,FAD_binding_4
JBKGUZ010000170.1_5	1111732.AZOD01000002_gene1811	3.46e-101	295.0	COG2128@1|root,COG2128@2|Bacteria,1MUDM@1224|Proteobacteria,1RZGS@1236|Gammaproteobacteria,1XBRV@135614|Xanthomonadales	135614|Xanthomonadales	S	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity	-	-	-	-	-	-	-	-	-	-	-	-	CMD
JBKGUZ010000170.1_6	1111732.AZOD01000002_gene1810	1.87e-44	148.0	COG4950@1|root,COG4950@2|Bacteria,1RIMD@1224|Proteobacteria,1SS5S@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity	-	-	-	-	-	-	-	-	-	-	-	-	-
JBKGUZ010000175.1_5	1111732.AZOD01000030_gene1373	0.0	1465.0	COG1080@1|root,COG1080@2|Bacteria,1MUT8@1224|Proteobacteria,1RN6R@1236|Gammaproteobacteria,1X33X@135614|Xanthomonadales	135614|Xanthomonadales	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)	fruB	-	2.7.1.202,2.7.3.9	ko:K02768,ko:K08483,ko:K11183	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273	R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1,8.A.7	-	-	PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C,PTS-HPr,PTS_EIIA_2
JBKGUZ010000175.1_6	1111732.AZOD01000030_gene1372	1.45e-202	564.0	COG1105@1|root,COG1105@2|Bacteria,1MVNW@1224|Proteobacteria,1RP6K@1236|Gammaproteobacteria,1X500@135614|Xanthomonadales	135614|Xanthomonadales	H	Belongs to the carbohydrate kinase PfkB family	fruK	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0019200,GO:0044237,GO:0044238,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046835,GO:0071704	2.7.1.56	ko:K00882	ko00051,map00051	-	R02071	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
JBKGUZ010000188.1_5	1111732.AZOD01000016_gene206	3.46e-108	313.0	COG1934@1|root,COG1934@2|Bacteria	2|Bacteria	S	lipopolysaccharide binding	lptA	-	-	ko:K09774	-	-	-	-	ko00000,ko02000	1.B.42.1	-	-	OstA
JBKGUZ010000188.1_6	1123502.AQXD01000002_gene235	3.3e-27	109.0	COG3117@1|root,COG3117@2|Bacteria	2|Bacteria	P	lipopolysaccharide transmembrane transporter activity	lptC	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015920,GO:0016020,GO:0016021,GO:0017089,GO:0030288,GO:0030313,GO:0031224,GO:0031226,GO:0031975,GO:0033036,GO:0042597,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0046836,GO:0051179,GO:0051234,GO:0071702,GO:0071944,GO:1901264	-	ko:K02040,ko:K11719	ko02010,ko02020,ko05152,map02010,map02020,map05152	M00222	-	-	ko00000,ko00001,ko00002,ko02000	1.B.42.1,3.A.1.7	-	iB21_1397.B21_03015,iECBD_1354.ECBD_0543,iECB_1328.ECB_03064,iECD_1391.ECD_03064	LptC
JBKGUZ010000190.1_9	1111732.AZOD01000033_gene745	1.14e-119	342.0	COG2128@1|root,COG2128@2|Bacteria,1R5EC@1224|Proteobacteria,1S2VV@1236|Gammaproteobacteria,1X8E6@135614|Xanthomonadales	135614|Xanthomonadales	S	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity	-	-	-	-	-	-	-	-	-	-	-	-	CMD
JBKGUZ010000191.1_15	1111732.AZOD01000011_gene526	1.3e-108	313.0	COG2077@1|root,COG2077@2|Bacteria,1RAJ9@1224|Proteobacteria,1S263@1236|Gammaproteobacteria,1X6I6@135614|Xanthomonadales	135614|Xanthomonadales	O	Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides	tpx	-	1.11.1.15	ko:K11065	-	-	-	-	ko00000,ko01000	-	-	-	Redoxin
JBKGUZ010000192.1_10	1111732.AZOD01000025_gene1703	1.5e-81	242.0	COG3125@1|root,COG3125@2|Bacteria,1RHE5@1224|Proteobacteria,1S6KQ@1236|Gammaproteobacteria,1X6XP@135614|Xanthomonadales	135614|Xanthomonadales	C	Prokaryotic Cytochrome C oxidase subunit IV	-	-	-	ko:K02300	ko00190,ko01100,map00190,map01100	M00417	-	-	ko00000,ko00001,ko00002	3.D.4.5	-	-	COX4_pro
JBKGUZ010000192.1_11	1111732.AZOD01000025_gene1704	1.06e-131	375.0	COG1845@1|root,COG1845@2|Bacteria,1MUCK@1224|Proteobacteria,1RN9D@1236|Gammaproteobacteria,1X4MW@135614|Xanthomonadales	135614|Xanthomonadales	C	cytochrome o ubiquinol oxidase subunit III	cyoC	-	-	ko:K02299	ko00190,ko01100,map00190,map01100	M00417	-	-	ko00000,ko00001,ko00002	3.D.4.5	-	-	COX3
JBKGUZ010000192.1_12	1111732.AZOD01000025_gene1705	0.0	1249.0	COG0843@1|root,COG0843@2|Bacteria,1MU7S@1224|Proteobacteria,1RPC3@1236|Gammaproteobacteria,1X34C@135614|Xanthomonadales	135614|Xanthomonadales	C	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	cyoB	-	1.10.3.10	ko:K02298	ko00190,ko01100,map00190,map01100	M00417	R11335	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.4.5	-	-	COX1
JBKGUZ010000192.1_13	1111732.AZOD01000025_gene1706	6.23e-212	586.0	COG1622@1|root,COG1622@2|Bacteria,1MWHZ@1224|Proteobacteria,1RP4H@1236|Gammaproteobacteria,1X3HN@135614|Xanthomonadales	135614|Xanthomonadales	C	ubiquinol oxidase subunit	cyoA	-	1.10.3.10	ko:K02297	ko00190,ko01100,map00190,map01100	M00417	R11335	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.4.5	-	-	COX2,COX_ARM
JBKGUZ010000195.1_3	1111732.AZOD01000020_gene493	1.82e-158	450.0	COG1496@1|root,COG1496@2|Bacteria,1MW2H@1224|Proteobacteria,1RNV4@1236|Gammaproteobacteria,1X34B@135614|Xanthomonadales	135614|Xanthomonadales	S	Belongs to the multicopper oxidase YfiH RL5 family	-	-	-	ko:K05810	-	-	-	-	ko00000,ko01000	-	-	-	Cu-oxidase_4
JBKGUZ010000207.1_3	1111732.AZOD01000023_gene1888	4.36e-155	438.0	COG1212@1|root,COG1212@2|Bacteria,1MUUU@1224|Proteobacteria,1RMAE@1236|Gammaproteobacteria,1X3JD@135614|Xanthomonadales	135614|Xanthomonadales	M	Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria	kdsB	-	2.7.7.38	ko:K00979	ko00540,ko01100,map00540,map01100	M00063	R03351,R11396	RC00152,RC00910	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	CTP_transf_3
JBKGUZ010000223.1_15	1111732.AZOD01000004_gene996	1.62e-168	475.0	COG2908@1|root,COG2908@2|Bacteria,1N3U7@1224|Proteobacteria,1RP1X@1236|Gammaproteobacteria,1X5K2@135614|Xanthomonadales	135614|Xanthomonadales	S	Hydrolyzes the pyrophosphate bond of UDP-2,3- diacylglucosamine to yield 2,3-diacylglucosamine 1-phosphate (lipid X) and UMP by catalyzing the attack of water at the alpha-P atom. Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	lpxH	-	3.6.1.54	ko:K03269	ko00540,ko01100,map00540,map01100	M00060	R04549	RC00002	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Metallophos,Metallophos_2
JBKGUZ010000241.1_3	1111732.AZOD01000007_gene453	1.64e-148	419.0	COG0020@1|root,COG0020@2|Bacteria,1MVP1@1224|Proteobacteria,1RMVX@1236|Gammaproteobacteria,1X31M@135614|Xanthomonadales	135614|Xanthomonadales	I	Catalyzes the sequential condensation of isopentenyl diphosphate (IPP) with (2E,6E)-farnesyl diphosphate (E,E-FPP) to yield (2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E,38E)-undecaprenyl diphosphate (di-trans,octa-cis-UPP). UPP is the precursor of glycosyl carrier lipid in the biosynthesis of bacterial cell wall polysaccharide components such as peptidoglycan and lipopolysaccharide	uppS	GO:0002094,GO:0003674,GO:0003824,GO:0004659,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006066,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016093,GO:0016094,GO:0016740,GO:0016765,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046165,GO:0071704,GO:1901576,GO:1901615,GO:1901617	2.5.1.31	ko:K00806	ko00900,ko01110,map00900,map01110	-	R06447	RC00279,RC02839	ko00000,ko00001,ko01000,ko01006	-	-	-	Prenyltransf
JBKGUZ010000242.1_26	1111732.AZOD01000018_gene275	3.82e-197	559.0	COG3562@1|root,COG3562@2|Bacteria,1MUZT@1224|Proteobacteria,1RRSW@1236|Gammaproteobacteria,1X6ZD@135614|Xanthomonadales	135614|Xanthomonadales	M	Capsule polysaccharide biosynthesis protein	-	-	-	ko:K07265	-	-	-	-	ko00000	-	-	-	Capsule_synth
JBKGUZ010000242.1_27	1111732.AZOD01000018_gene274	3.79e-197	553.0	COG3524@1|root,COG3524@2|Bacteria,1R3ZY@1224|Proteobacteria,1RPZH@1236|Gammaproteobacteria,1X83N@135614|Xanthomonadales	135614|Xanthomonadales	M	COG3524 Capsule polysaccharide export protein	-	-	-	ko:K10107	ko02010,map02010	M00249	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.101	-	-	-
JBKGUZ010000242.1_28	1111732.AZOD01000018_gene273	7.43e-206	578.0	COG1596@1|root,COG1596@2|Bacteria,1N7GP@1224|Proteobacteria,1RQSM@1236|Gammaproteobacteria,1X4QU@135614|Xanthomonadales	135614|Xanthomonadales	M	COG1596 Periplasmic protein involved in polysaccharide export	-	-	-	ko:K01991	ko02026,map02026	-	-	-	ko00000,ko00001,ko02000	1.B.18	-	-	Poly_export,SLBB
JBKGUZ010000247.1_3	1111732.AZOD01000009_gene1194	0.0	1372.0	COG1452@1|root,COG1452@2|Bacteria,1MUJC@1224|Proteobacteria,1RQEX@1236|Gammaproteobacteria,1X3A5@135614|Xanthomonadales	135614|Xanthomonadales	M	Together with LptE, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane	lptD	-	-	ko:K04744	-	-	-	-	ko00000,ko02000	1.B.42.1	-	-	OstA,OstA_C
JBKGUZ010000248.1_8	1111732.AZOD01000010_gene1104	0.0	871.0	COG0534@1|root,COG0534@2|Bacteria,1R4H5@1224|Proteobacteria,1RS0B@1236|Gammaproteobacteria,1XCI3@135614|Xanthomonadales	135614|Xanthomonadales	V	Polysaccharide biosynthesis C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	MatE
JBKGUZ010000251.1_6	1111732.AZOD01000004_gene1018	3.3e-298	815.0	COG0148@1|root,COG0148@2|Bacteria,1MU1N@1224|Proteobacteria,1RNQA@1236|Gammaproteobacteria,1X2YM@135614|Xanthomonadales	135614|Xanthomonadales	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	eno	-	4.2.1.11	ko:K01689	ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066	M00001,M00002,M00003,M00346,M00394	R00658	RC00349	ko00000,ko00001,ko00002,ko01000,ko03019,ko04147	-	-	-	Enolase_C,Enolase_N
